,0
0,FOXA1
1,ITIH5
2,NNT
3,CBLC
4,MLPH
5,ESR1
6,SPDEF
7,FOXC1
8,AGR3
9,SLC44A4
10,TIMELESS
11,CA12
12,GATA3
13,STARD3
14,XBP1
15,AGR2
16,TBC1D9
17,MIEN1
18,PRR15
19,THSD4
20,CENPA
21,CCDC170
22,DEGS2
23,DNALI1
24,GRB7
25,NCAPG
26,B3GNT5
27,C5AR2
28,SIDT1
29,TPX2
30,RGMA
31,KCNJ11
32,ERBB2
33,CDCA8
34,GPR160
35,NDC80
36,FAM171A1
37,ZNF552
38,CEP55
39,PGAP3
40,CCNE1
41,TFF3
42,MICALL1
43,CDC20
44,CMBL
45,MYB
46,POLQ
47,GREB1
48,PSMD3
49,SLC7A8
50,FOXM1
51,SFRP1
52,HJURP
53,ERBB4
54,TTLL4
55,AR
56,HID1
57,CDC25A
58,GABRP
59,SGOL1
60,FSCN1
61,AURKB
62,RHOB
63,SCUBE2
64,LMX1B
65,IFRD1
66,SKA1
67,ANXA9
68,MAPT
69,C9orf152
70,G6PD
71,TICRR
72,KCNK5
73,NCAPH
74,ORMDL3
75,KDM4B
76,RERG
77,EXO1
78,ERGIC1
79,ARMT1
80,SCN4B
81,ZMYND10
82,ARSG
83,DEPDC1B
84,FBP1
85,INPP4B
86,TMEM86A
87,TTK
88,SMIM14
89,ORC6
90,ABAT
91,CHST3
92,KIF2C
93,SUSD3
94,YBX1
95,AURKA
96,SLC22A5
97,GFRA1
98,ORC1
99,CLSTN2
100,UBE2C
101,GATA3-AS1
102,KIF18B
103,CRYAB
104,AFF3
105,CENPN
106,BIRC5
107,CCDC125
108,CDC45
109,FAM174B
110,RND1
111,CDCA2
112,CELSR1
113,CDCA7
114,MELK
115,GPM6B
116,FAM214A
117,NOSTRIN
118,CLCN4
119,UBE2T
120,CDCA5
121,IL34
122,CDCA3
123,MCM10
124,SCHIP1
125,TTC39A
126,RAD54L
127,PLOD1
128,CCNA2
129,TCF7L1
130,PM20D2
131,STIL
132,MRAS
133,CXXC5
134,GINS1
135,HAPLN3
136,CENPE
137,PAPSS1
138,TTC8
139,SLC39A6
140,PELI1
141,RAD51AP1
142,FAM64A
143,MAP2
144,BCAS1
145,CCNE2
146,SFT2D2
147,NAT1
148,BUB1
149,WWP1
