,0
0,uc010tpz.1
1,uc003qcv.2
2,uc001upj.2
3,uc001wuf.2
4,uc003ojq.1
5,uc010rbf.1
6,uc011eet.1
7,uc002vwt.2
8,uc003mtp.2
9,uc003sts.2
10,uc001slf.2
11,uc002amc.2
12,uc010jti.2
13,uc002hst.2
14,uc003pmy.3
15,uc001ijz.2
16,uc003eha.2
17,uc003qoo.3
18,uc003str.2
19,uc001pob.3
20,uc010ioj.2
21,uc002hsq.2
22,uc010fyt.1
23,uc003aed.2
24,uc002vwv.2
25,uc003yhc.2
26,uc003fym.2
27,uc001ika.2
28,uc003lqp.2
29,uc003tac.1
30,uc011akl.1
31,uc002hsl.2
32,uc002sac.2
33,uc002ate.2
34,uc003qol.2
35,uc003qnt.2
36,uc002wwp.1
37,uc002hsd.2
38,uc002vwu.2
39,uc011eey.1
40,uc001ygx.2
41,uc009yxk.1
42,uc004ezy.2
43,uc001mna.2
44,uc002hsh.2
45,uc002rhr.2
46,uc002ykr.2
47,uc003aec.2
48,uc001cbj.2
49,uc002kli.2
50,uc002bnh.3
51,uc001psf.2
52,uc002hsg.2
53,uc001cix.2
54,uc002qqg.2
55,uc003fgi.2
56,uc011bii.1
57,uc003tyb.2
58,uc002boe.2
59,uc002zav.2
60,uc002sab.2
61,uc002opb.3
62,uc001gtv.2
63,uc002bsq.1
64,uc010wek.1
65,uc003jes.2
66,uc002hbq.2
67,uc011dev.1
68,uc001iob.2
69,uc002vwx.2
70,uc002wuv.1
71,uc003hej.2
72,uc003aui.2
73,uc004ala.2
74,uc001gxx.3
75,uc002nso.2
76,uc002hss.2
77,uc002eeh.2
78,uc002hxg.3
79,uc002rdv.2
80,uc003qon.3
81,uc002xpm.2
82,uc002xck.1
83,uc002iht.2
84,uc002ijx.3
85,uc001mhh.1
86,uc002jmj.3
87,uc001cht.1
88,uc003dag.1
89,uc010wei.1
90,uc001ewa.2
91,uc003hxc.1
92,uc010owv.1
93,uc002rbp.1
94,uc011lwk.1
95,uc003lqq.2
96,uc003jsh.2
97,uc010cwc.2
98,uc004ays.2
99,uc003esk.2
100,uc003pjc.2
